,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode12
Blattabacterium,2,3,0,1,2,1,1,2,6,2,1
Candidatus Karelsulcia,0,0,0,0,0,0,0,0,0,0,0
Owenweeksia,0,0,0,0,0,0,0,0,0,0,0
Chryseobacterium,0,0,0,0,0,1,0,0,1,0,0
Adhaeribacter,0,0,0,0,0,0,0,0,0,0,0
Pontibacter,0,0,0,0,0,1,1,1,5,0,1
Rhodocytophaga,0,0,0,0,0,0,0,0,0,0,0
Tellurirhabdus,0,0,0,0,0,0,0,0,0,0,0
Fulvivirga,0,0,0,0,0,0,0,0,1,0,0
Chryseolinea,0,0,0,0,0,0,0,0,0,0,0
Emticicia,1,0,0,0,0,0,0,0,1,0,0
Arcticibacterium,0,0,0,0,0,0,0,0,0,0,0
Candidatus Amoebophilus,0,0,0,0,0,0,0,0,0,0,0
Tunicatimonas,0,0,0,0,0,0,0,0,0,0,0
Marivirga,1,0,0,0,0,0,0,0,0,0,0
Saprospira,2,1,0,0,4,0,2,0,4,1,0
Aureispira,0,0,0,0,0,0,0,0,0,0,0
Anseongella,0,0,0,0,0,0,0,0,0,0,0
Pedobacter,1,0,0,0,0,2,0,0,0,0,1
Olivibacter,0,0,0,0,0,0,0,0,0,0,0
Mucilaginibacter,0,0,0,0,1,0,1,1,3,1,0
Solitalea,1,0,0,0,0,0,0,0,0,0,0
Candidatus Sulfidibacterium,0,0,0,0,0,0,0,0,0,0,0
Gemmatimonas,4,2,1,5,2,8,0,3,8,0,1
Gemmatirosa,0,0,0,0,0,0,0,0,0,0,0
Sorangium,6,5,4,5,11,3,0,5,11,2,3
Chondromyces,0,0,0,0,0,0,0,0,0,0,0
Pajaroellobacter,0,0,0,0,0,0,0,0,0,0,0
Polyangium,0,0,0,0,0,0,0,0,0,0,0
Labilithrix,0,0,0,0,0,0,0,0,0,0,0
Sandaracinus,0,0,0,0,0,0,0,0,0,0,0
Haliangium,0,0,0,0,0,0,0,0,0,0,0
Nannocystis,0,0,0,0,0,0,0,0,0,0,0
Anaeromyxobacter,8,3,2,3,1,2,2,1,2,1,0
Stigmatella,0,0,0,0,0,0,0,0,0,0,0
Cystobacter,0,0,0,0,0,0,0,0,0,0,0
Myxococcus,0,1,0,0,0,1,2,0,1,0,0
Geobacter,8,1,0,5,8,1,1,1,4,1,2
Geotalea,0,0,0,0,0,0,0,0,0,0,0
Trichlorobacter,0,5,2,3,4,2,1,2,7,2,0
Geomonas,2,4,0,0,1,1,0,1,4,3,0
Citrifermentans,1,0,0,0,2,0,0,0,0,0,0
Syntrophotalea,0,0,0,0,1,0,0,0,1,0,1
Desulfuromonas,0,0,0,0,0,0,0,0,0,0,0
Desulfobacca,0,0,0,0,0,0,0,0,0,0,0
Syntrophus,0,0,0,0,0,0,0,0,0,0,0
Desulfatibacillum,0,0,0,0,0,0,0,0,0,0,0
Desulfosarcina,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus,1,0,0,0,0,0,0,0,0,0,0
Desulfurivibrio,0,0,0,0,0,0,0,0,0,0,0
Desulfocapsa,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0
Paradesulfovibrio (ex Waite et al. 2020),0,0,0,0,0,0,0,0,0,0,0
Desulfoglaeba,0,0,0,0,0,0,0,0,0,0,0
Candidatus Desulfofervidus,0,0,0,0,0,0,0,0,0,0,0
Desulfomonile,0,0,0,0,0,0,0,0,0,0,0
Nitrospira,13,12,5,11,10,12,4,3,20,2,5
Leptospirillum,19,22,7,12,43,21,12,12,42,6,2
Dissulfurispira,0,0,0,0,0,0,0,0,0,0,0
Treponema,1,2,0,0,0,2,0,0,2,0,0
Candidatus Babela,0,0,0,0,0,0,0,0,0,0,0
Candidatus Chromulinivorax,0,0,0,0,0,0,0,0,0,0,0
Candidatus Absconditicoccus,0,0,0,0,0,0,0,0,0,0,0
Bacteriovorax,0,0,0,0,0,0,0,0,0,0,0
Halobacteriovorax,0,0,0,0,0,0,0,0,0,0,0
Bdellovibrio,1,0,0,0,0,0,0,0,0,0,0
Fervidobacterium,1,0,0,0,0,0,0,0,0,0,0
Aminomonas,0,0,0,0,0,0,0,0,0,0,0
Salisediminibacterium,0,1,0,0,0,0,1,0,3,0,0
Mangrovibacillus,0,0,0,0,0,0,0,0,0,0,0
Pseudalkalibacillus,0,0,0,0,0,0,0,0,0,0,0
Anaerobacillus,0,0,0,0,0,0,0,0,0,0,0
Kurthia,0,0,0,0,0,0,0,0,0,0,0
Ureibacillus,0,0,0,0,0,0,0,0,1,0,0
Paenisporosarcina,0,0,0,0,0,0,0,0,0,0,0
Macrococcus,0,0,0,0,0,0,0,0,0,0,0
Kyrpidia,0,1,0,0,0,0,0,0,0,0,0
Alicyclobacillus,0,0,0,0,0,1,0,0,0,0,1
Acetilactobacillus,0,0,0,0,0,0,0,0,0,0,0
Vagococcus,0,0,0,0,0,0,0,0,0,0,0
Aerococcus,0,0,0,0,0,0,0,0,0,0,0
Jeotgalibaca,0,0,0,0,0,0,0,0,0,0,0
Oceanirhabdus,0,0,0,0,0,0,0,0,0,0,0
Proteiniclasticum,0,0,0,0,0,0,0,0,0,0,0
Serpentinicella,0,0,0,0,0,0,0,0,0,0,0
Paeniclostridium,0,0,0,0,0,0,0,0,0,0,0
Filifactor,0,0,0,0,0,0,0,0,0,0,0
Acetoanaerobium,0,0,0,0,0,0,0,0,0,0,0
Terrisporobacter,0,1,0,0,0,0,0,1,0,0,0
Lawsonibacter,0,0,0,0,0,0,0,0,0,0,0
Vescimonas,0,1,1,0,3,0,0,0,0,0,0
Anaerotruncus,0,0,0,0,0,0,0,0,0,0,0
Anaerotignum,0,0,0,0,0,0,0,0,0,0,0
Anaerostipes,0,0,0,0,0,0,0,0,0,0,0
Candidatus Formimonas,0,0,0,0,0,0,0,0,0,0,0
Proteiniborus,0,0,0,0,0,0,0,0,0,0,0
Symbiobacterium,0,0,0,0,0,0,0,0,0,0,0
Alkalibacter,0,0,0,0,0,0,0,0,0,0,0
Aristaeella,0,0,0,0,0,0,0,1,0,0,0
Cellulosilyticum,0,1,0,0,0,0,1,2,1,0,0
Thermincola,0,0,0,0,0,0,0,0,0,0,0
Carboxydothermus,0,0,0,0,0,0,0,0,0,0,0
Biomaibacter,0,0,0,0,0,0,0,0,0,0,0
Thermanaeromonas,0,0,0,0,0,0,0,0,0,0,0
Megasphaera,0,0,0,0,0,1,0,0,0,0,0
Erysipelothrix,0,0,0,0,0,0,0,0,0,0,0
Allobaculum,0,0,0,0,0,0,0,0,0,0,0
Peptoniphilus,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus,0,1,0,1,0,0,0,0,0,0,1
Psychromicrobium,0,0,0,0,0,0,0,0,0,0,0
Nesterenkonia,0,1,0,0,0,0,0,0,0,0,0
Auritidibacter,0,0,0,0,0,0,0,0,0,0,0
Clavibacter,0,0,0,0,0,0,0,0,0,0,0
Couchioplanes,0,0,0,0,0,0,0,0,0,0,0
Actinocatenispora,0,1,0,0,1,0,0,0,1,0,1
Arcanobacterium,0,1,0,0,0,0,0,0,0,0,0
Actinopolyspora,0,0,0,0,0,0,0,0,0,0,0
Thermoleophilum,0,0,0,0,0,0,0,0,0,0,0
Aquihabitans,0,0,0,0,0,0,0,0,0,0,0
Dermatobacter,0,0,0,0,0,0,0,0,0,0,0
Acidimicrobium,0,0,0,0,0,0,0,0,0,0,0
Thermophilibacter,0,0,0,0,0,0,0,0,0,0,0
Egibacter,0,0,0,0,0,0,0,0,0,0,0
Nostoc,0,0,0,0,0,0,0,0,0,0,0
Chondrocystis,0,0,0,0,0,0,0,0,0,0,0
Tepidiforma,0,0,0,2,0,1,0,0,1,0,0
Phototrophicus,0,0,0,0,0,0,0,0,0,0,0
Fimbriimonas,0,0,0,0,0,0,0,0,0,0,0
Spiroplasma,0,1,0,0,0,0,0,0,0,0,0
Deinococcus,0,1,0,0,0,0,0,0,0,0,0
Agrobacterium,0,0,0,0,0,0,0,0,0,0,0
Pararhizobium,0,0,0,0,0,0,0,0,0,0,0
Georhizobium,0,0,0,0,0,0,0,0,0,0,0
Methylorubrum,0,0,0,0,0,0,0,0,0,0,0
Pelagibacterium,0,0,0,0,1,0,0,0,0,0,0
Breoghania,0,0,0,0,0,0,0,0,0,0,0
Lichenihabitans,0,2,0,1,0,0,0,0,0,0,0
Candidatus Phaeomarinobacter,0,0,0,0,0,0,0,0,0,0,0
Phreatobacter,0,0,0,0,0,0,0,0,0,0,0
Elioraea,0,0,0,0,0,0,0,0,0,0,0
Nisaea,0,0,0,0,0,0,0,0,0,0,0
Actibacterium,0,0,0,0,0,0,0,0,0,0,0
Ponticoccus,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium,0,0,0,0,0,0,0,0,0,0,1
Sphingomicrobium,0,0,0,0,0,0,0,0,0,0,0
Neorickettsia,0,2,0,0,0,0,1,1,0,0,0
Candidatus Nucleicultrix,0,0,0,0,0,0,0,0,0,0,0
Kordiimonas,0,0,0,0,0,0,0,0,0,0,0
Candidatus Vallotia,0,1,1,0,0,0,0,0,0,1,0
Delftia,0,0,0,0,0,0,0,0,0,0,0
Hydrogenophaga,0,0,0,0,0,0,0,0,0,0,0
Duganella,0,0,0,0,0,0,0,0,0,0,0
Pseudoduganella,0,1,0,0,0,0,1,0,3,0,0
Herbaspirillum,0,0,0,0,3,1,1,2,9,1,2
Undibacterium,0,0,0,0,0,0,0,0,0,0,0
Pusillimonas,0,0,0,0,0,0,0,0,0,0,0
Candidatus Ichthyocystis,0,0,0,0,0,0,0,0,0,0,0
Aquabacterium,0,0,0,0,0,0,0,0,0,0,0
Eleftheria,0,0,0,0,0,0,0,0,0,0,0
Sphaerotilus,0,1,0,0,0,0,0,0,0,0,0
Rubrivivax,0,0,0,0,0,0,0,0,0,0,0
Sulfuricystis,0,2,0,0,0,0,0,0,0,0,0
Sterolibacterium,0,0,0,0,0,0,0,0,0,0,0
Sulfuricella,0,0,0,0,0,0,0,0,0,0,0
Vitreoscilla,0,0,0,0,0,0,0,0,0,0,0
Kingella,0,0,0,0,0,0,0,0,0,0,0
Jeongeupia,0,0,0,0,0,0,0,0,0,0,0
Candidatus Nasuia,0,0,0,0,0,0,0,0,0,0,0
Casimicrobium,0,0,0,0,0,0,0,0,0,0,0
Providencia,0,0,0,0,1,0,0,0,0,0,0
Dickeya,0,0,0,0,0,0,0,0,0,0,0
Wigglesworthia,0,0,0,0,0,0,0,0,0,0,0
Arenimonas,0,0,0,0,0,0,0,0,0,0,0
Nitrosococcus,0,0,0,1,1,0,0,0,0,0,0
Thiodictyon,0,0,0,0,0,0,0,0,0,0,0
Acidihalobacter,0,0,0,0,0,0,0,0,0,0,0
Thioalkalivibrio,0,1,0,1,0,0,0,3,4,0,0
Thiohalobacter,0,1,0,0,0,0,0,0,1,0,0
Coxiella,0,0,0,0,0,0,0,0,0,0,0
Sulfurifustis,0,0,0,0,0,0,0,0,0,0,0
Alkalimarinus,0,0,0,0,0,0,0,0,0,0,0
Mannheimia,0,0,0,0,0,0,0,0,0,0,0
Aggregatibacter,0,0,0,0,0,0,0,0,0,0,0
Avibacterium,0,0,0,0,0,0,0,0,0,0,0
Marinimicrobium,0,0,0,0,0,0,0,0,0,0,0
Immundisolibacter,0,0,0,0,0,0,0,0,0,0,0
Ignatzschineria,0,0,0,0,0,0,0,0,0,0,0
Planctopirus,0,2,0,6,0,1,0,0,2,1,0
Stratiformator,0,0,0,0,0,0,0,0,0,0,0
Blastopirellula,0,0,0,0,0,0,0,0,0,0,0
Rubripirellula,0,0,0,0,0,0,0,0,0,0,0
Bythopirellula,0,0,0,0,0,0,0,0,0,0,0
Lacipirellula,0,0,0,0,0,0,0,0,0,0,0
Lacunisphaera,0,0,0,0,0,0,0,0,0,0,0
Chlamydiifrater,0,1,0,0,0,0,0,0,0,0,0
Filimonas,0,0,0,0,0,0,0,0,0,0,0
Longitalea,0,0,0,0,0,0,0,0,0,0,0
Paramuribaculum,0,0,0,0,0,0,0,0,0,0,0
Salinivirga,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas,0,0,0,0,0,0,0,0,0,0,0
Draconibacterium,0,1,0,0,0,0,2,0,2,1,0
Maribellus,0,0,0,0,0,0,0,0,0,0,0
Robiginitalea,0,0,0,0,0,0,0,0,0,0,0
Olleya,0,0,0,0,0,0,0,0,0,0,0
Amniculibacterium,0,0,0,0,0,0,0,0,0,0,0
Bergeyella,0,0,0,0,0,0,0,0,0,0,0
Riemerella,0,0,0,0,0,0,0,0,0,0,0
Ichthyobacterium,0,0,0,0,0,0,0,0,0,0,0
Paracrocinitomix,0,0,0,0,0,0,0,0,0,0,0
Dyadobacter,0,0,0,0,1,0,0,0,1,0,1
Fibrella,0,0,0,0,0,0,0,0,0,0,0
Flammeovirga,0,1,0,0,0,0,0,0,1,0,0
Persicobacter,0,0,0,0,0,0,0,0,0,0,0
Rhodothermus,0,0,0,0,0,0,0,0,0,0,0
Rhodocaloribacter,0,0,0,0,0,0,0,0,0,0,0
Ignavibacterium,0,1,0,0,0,1,0,0,0,0,0
Geoalkalibacter,0,0,0,0,0,0,0,0,0,0,0
Pelobacter,0,0,0,0,0,0,0,0,0,0,0
Desulfosediminicola,0,1,0,0,0,0,0,0,0,0,0
Syntrophobacter,0,0,0,0,0,0,0,0,0,0,0
Desulfobacula,0,0,0,0,0,0,0,0,0,0,0
Desulfarculus,0,0,0,0,0,0,0,0,0,0,0
Corallococcus,0,0,1,0,0,0,0,0,0,0,0
Vulgatibacter,0,0,0,0,0,0,0,0,0,0,0
Candidatus Nanosynbacter,0,0,0,0,0,0,0,0,1,0,0
Nitratiruptor,0,1,0,1,1,0,0,0,0,0,0
Nitrosophilus,0,1,0,0,0,0,0,0,0,0,0
Sulfuricurvum,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia,0,0,0,0,0,0,0,0,0,0,0
Aminobacterium,0,1,0,0,0,0,0,0,0,0,0
Homo,0,0,0,0,0,0,0,0,0,0,0
Paraliobacillus,0,0,0,0,0,0,0,0,0,0,0
Evansella,0,0,0,0,0,0,0,0,0,0,0
Siminovitchia,0,0,0,0,0,0,0,0,0,0,0
Terribacillus,0,0,0,0,0,0,0,0,0,0,0
Sporolactobacillus,0,0,0,0,0,0,0,0,0,0,0
Fructilactobacillus,0,0,1,1,0,0,0,1,2,1,0
Crassaminicella,0,0,0,0,0,0,0,0,0,0,0
Paraclostridium,0,0,0,0,0,0,0,0,0,0,0
Peptoclostridium,0,0,0,0,0,0,0,0,0,0,0
Petroclostridium,0,0,0,0,0,0,0,0,0,0,0
Ornithinimicrobium,0,0,0,0,0,0,0,0,0,0,0
Gephyromycinifex,0,0,0,0,0,0,0,0,0,0,0
Nocardia,0,0,0,0,0,0,0,0,0,0,0
Amycolatopsis,0,0,1,0,0,0,0,0,0,0,0
Saccharopolyspora,0,0,1,0,0,0,0,0,0,0,0
Nocardiopsis,0,0,0,0,0,0,0,0,0,0,0
Allocoleopsis,0,0,0,0,0,0,0,0,0,0,0
Crinalium,0,0,0,0,0,0,0,0,0,0,0
Brasilonema,0,0,0,0,0,0,0,0,0,0,0
Kaistia,0,0,0,0,0,0,0,0,0,0,0
Acidocella,0,0,0,0,0,0,0,0,0,0,0
Neotabrizicola,0,0,0,0,0,0,0,0,0,0,0
Candidatus Doolittlea,0,0,0,0,0,0,0,0,0,0,0
Xenorhabdus,0,0,0,0,0,0,0,0,0,0,0
Alkalilimnicola,0,0,0,0,0,0,0,0,0,0,0
Pseudoxanthomonas,0,0,0,0,0,1,0,0,0,0,0
Actinobacillus,0,0,0,0,0,0,0,0,0,0,0
Kangiella,0,0,1,0,0,1,0,0,1,0,0
Aquella,0,0,0,0,0,0,0,0,0,0,0
Lignipirellula,0,0,0,0,0,0,0,0,0,0,0
Sulfuriroseicoccus,0,0,0,0,0,0,0,0,0,0,0
Candidatus Rhabdochlamydia,0,0,1,0,0,0,0,0,0,0,0
Lentisphaera,0,0,0,0,0,0,0,0,0,0,0
Alloacidobacterium,0,0,0,0,0,0,0,0,0,0,0
Myroides,0,0,0,0,0,0,0,0,0,0,0
Proteiniphilum,0,0,0,0,0,0,0,0,0,0,0
Sphingobacterium,0,0,1,0,0,0,0,0,1,0,0
Candidatus Bipolaricaulis,0,0,0,0,0,0,0,0,0,0,0
Candidatus Minimicrobia,0,0,0,0,0,0,0,0,0,0,0
Starkeya,0,0,0,0,0,0,0,0,0,0,0
Pseudorhizobium,0,0,0,1,0,0,0,0,1,0,0
Hartmannibacter,0,0,0,0,0,0,0,0,0,0,0
Pararhodospirillum,0,0,0,0,0,0,0,0,0,0,0
Haematospirillum,0,0,0,0,0,0,0,0,0,0,0
Varunaivibrio,0,0,0,0,0,0,0,0,0,0,0
Zymomonas,0,0,0,0,0,0,0,0,0,0,0
Tateyamaria,0,0,0,0,0,0,0,0,0,0,0
Candidatus Bandiella,0,0,0,0,0,0,0,0,0,0,0
Candidatus Paracaedibacter,0,0,0,0,0,0,0,0,0,0,0
Sulfurivermis,0,0,0,0,0,0,0,0,0,0,0
Moraxella,0,0,0,1,1,0,2,0,0,0,0
Endozoicomonas,0,0,0,2,0,0,0,0,1,0,0
Ahniella,0,0,0,0,0,0,0,0,0,0,0
Moritella,0,0,0,0,0,0,0,0,0,0,0
Methylophaga,0,0,0,0,0,0,0,0,0,0,0
Methylotenera,0,0,0,0,0,0,0,0,0,0,0
Aquaspirillum,0,0,0,0,0,0,0,0,0,0,0
Effusibacillus,0,0,0,0,0,0,0,0,0,0,0
Latilactobacillus,0,0,0,0,0,0,0,0,0,0,0
Fastidiosipila,0,0,0,0,0,0,0,0,0,0,0
Lachnoclostridium,0,0,0,0,0,0,0,0,0,0,0
Blautia,0,0,0,1,0,0,0,1,0,0,0
Dehalobacter,0,0,0,0,0,0,0,0,0,1,0
Natranaerobius,0,0,0,0,0,0,0,0,0,0,0
Halothermothrix,0,0,0,0,0,0,0,0,0,0,0
Thermosediminibacter,0,0,0,0,0,0,0,0,0,0,0
Rothia,0,0,0,0,0,0,0,0,1,0,0
Actinoalloteichus,0,0,0,1,0,0,0,0,0,0,1
Kribbella,0,0,0,2,0,1,1,0,0,0,1
Paraconexibacter,0,0,0,0,0,0,0,0,0,0,0
Capillimicrobium,0,0,0,0,0,0,0,0,0,0,0
Leptogranulimonas,0,0,0,0,0,0,0,0,0,0,0
Dehalogenimonas,0,0,0,2,1,0,0,0,2,0,0
Anaerolinea,0,0,0,0,0,0,0,0,0,0,0
Sphaerobacter,0,0,0,0,0,0,0,0,0,0,0
Thermomicrobium,0,0,0,0,0,0,0,0,0,0,0
Haploplasma,0,0,0,0,0,0,0,0,0,0,0
Candidatus Protochlamydia,0,0,0,1,2,2,0,0,3,0,0
Winogradskyella,0,0,0,0,0,0,0,0,0,0,0
Formosa,0,0,0,1,0,0,0,0,0,0,0
Kordia,0,0,0,0,0,0,0,0,0,0,0
Flavivirga,0,0,0,0,0,0,0,0,0,0,0
Kaistella,0,0,0,0,0,0,0,0,0,0,0
Tenuifilum,0,0,0,0,0,0,0,0,0,0,0
Larkinella,0,0,0,0,0,0,0,0,0,0,0
Cytophaga,0,0,0,0,0,0,0,0,0,0,0
Desulfomicrobium,0,0,0,1,0,0,0,0,0,0,0
Desulfopila,0,0,0,0,0,0,0,0,0,0,0
Leptospira,0,0,0,0,1,0,0,0,0,0,1
Helicobacter,0,0,0,0,0,0,0,0,0,0,0
Persicimonas,0,0,0,0,0,0,0,0,0,0,0
Elusimicrobium,0,0,0,0,0,0,0,0,0,0,0
Salicibibacter,0,0,0,0,1,0,0,0,0,0,0
Parageobacillus,0,0,0,0,0,0,0,0,0,0,0
Tetragenococcus,0,0,0,0,0,0,0,0,0,0,0
Sarcina,0,0,0,0,0,0,0,0,0,0,0
Alkaliphilus,0,0,0,0,1,0,0,0,0,0,0
Hathewaya,0,0,0,0,0,0,0,0,0,0,0
Thermocaproicibacter,0,0,0,0,0,0,0,0,0,0,0
Caproicibacterium,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter,0,0,0,0,0,0,0,0,0,0,0
Herbinix,0,0,0,0,0,0,0,0,0,0,0
Heliomicrobium,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobacterium,0,0,0,0,1,0,0,1,0,0,0
Koleobacter,0,0,0,0,0,0,0,0,0,0,0
Murdochiella,0,0,0,0,0,0,0,0,0,0,0
Tissierella,0,0,0,0,0,0,0,0,0,0,0
Keratinibaculum,0,0,0,0,0,0,0,0,0,0,0
Bulleidia,0,0,0,0,0,0,0,0,0,0,0
Salinibacterium,0,0,0,0,0,0,0,0,0,0,0
Tessaracoccus,0,0,0,0,1,0,0,0,0,0,0
Prauserella,0,0,0,0,0,0,0,0,0,0,0
Pseudofrankia,0,0,0,0,0,0,0,0,0,0,0
Pseudanabaena,0,0,0,0,0,0,0,0,1,0,0
Oceanithermus,0,0,0,0,0,0,0,0,0,0,0
Candidatus Promineifilum,0,0,0,0,0,0,0,0,0,0,0
Xanthobacter,0,0,0,0,0,0,0,1,0,0,0
Aminobacter,0,0,0,0,0,0,0,0,0,0,0
Salaquimonas,0,0,0,0,0,0,0,0,0,0,0
Pseudochrobactrum,0,0,0,0,0,0,0,0,0,0,0
Entomobacter,0,0,0,0,0,0,0,0,0,0,0
Candidatus Sneabacter,0,0,0,0,0,0,0,0,0,0,0
Taylorella,0,0,0,0,0,0,0,0,0,0,0
Castellaniella,0,0,0,0,0,0,0,0,0,0,0
Paralcaligenes,0,0,0,0,0,0,0,0,0,0,0
Leptothrix,0,0,0,0,0,0,0,0,0,0,0
Caldimonas,0,0,0,0,0,0,0,0,0,0,0
Chromobacterium,0,0,0,0,0,0,0,0,0,0,0
Raoultella,0,0,0,0,0,0,0,0,0,0,0
Candidatus Blochmannia,0,0,0,0,0,0,0,0,0,0,0
Candidatus Riesia,0,0,0,0,0,0,0,0,0,0,0
Marichromatium,0,0,0,0,0,0,0,0,0,0,0
Halotalea,0,0,0,0,0,0,0,0,0,0,0
Thalassolituus,0,0,0,0,0,0,0,0,0,0,0
Glaesserella,0,0,0,0,0,0,0,0,0,0,0
Thiomicrorhabdus,0,0,0,0,0,0,0,0,0,0,0
Polystyrenella,0,0,0,0,0,0,0,0,0,0,0
Ruficoccus,0,0,0,0,0,0,0,0,0,0,0
Candidatus Pelagisphaera,0,0,0,0,0,0,0,0,0,0,0
Chlamydia,0,0,0,0,0,0,0,0,0,0,0
Pseudocnuella,0,0,0,0,0,0,0,0,0,0,0
Echinicola,0,0,0,0,1,0,0,0,0,0,0
Hymenobacter,0,0,0,0,1,0,0,0,2,0,0
Desulfosudis,0,0,0,0,0,0,0,0,0,0,0
Lawsonia,0,0,0,0,0,0,0,0,0,0,0
Cupidesulfovibrio,0,0,0,0,0,0,0,0,0,0,0
Salinispira,0,0,0,0,0,0,0,0,0,0,0
Desulfurispirillum,0,0,0,0,0,0,0,0,0,0,0
Nitrospina,0,0,0,0,0,0,0,0,0,0,0
Ethanoligenens,0,0,0,0,0,0,0,0,0,0,0
Thermoclostridium,0,0,0,0,0,0,0,0,0,0,0
Tyzzerella,0,0,0,0,0,0,0,0,0,0,0
Coprococcus,0,0,0,0,0,0,0,0,0,0,0
Fenollaria,0,0,0,0,0,1,0,0,0,0,1
Acetobacterium,0,0,0,0,0,1,0,0,0,0,0
Natranaerofaba,0,0,0,0,0,0,0,0,0,0,0
Aeribacillus,0,0,0,0,0,1,0,0,0,0,6
Thermobacillus,0,0,0,0,0,0,0,0,0,0,0
Oenococcus,0,0,0,0,0,1,0,0,0,0,0
Periweissella,0,0,0,0,0,0,0,0,0,0,0
Sporomusa,0,0,0,0,0,1,0,0,0,0,0
Veillonella,0,0,0,0,0,2,0,0,0,0,0
Phascolarctobacterium,0,0,0,0,0,0,0,0,0,0,0
Jatrophihabitans,0,0,0,0,0,0,0,0,1,0,0
Gordonibacter,0,0,0,0,0,0,0,0,0,0,0
Lancefieldella,0,0,0,0,0,1,0,0,2,0,0
Stanieria,0,0,0,0,0,0,0,0,0,0,0
Synechococcus,0,0,0,0,0,0,0,0,0,0,0
Thermobaculum,0,0,0,0,0,0,0,0,0,0,0
Thermus,0,0,0,0,0,1,0,0,0,0,0
Nitratireductor,0,0,0,0,0,0,0,0,0,0,0
Labrenzia,0,0,0,0,0,0,0,0,0,0,0
Indioceanicola,0,0,0,0,0,0,0,0,0,0,0
Sphingobium,0,0,0,0,0,0,0,0,0,0,0
Sneathiella,0,0,0,0,0,0,0,0,0,0,0
Paremcibacter,0,0,0,0,0,0,0,0,0,0,0
Mycetohabitans,0,0,0,0,0,0,0,0,0,0,0
Melaminivora,0,0,0,0,0,0,0,0,0,0,0
Noviherbaspirillum,0,0,0,0,0,0,0,0,0,0,0
Ferriphaselus,0,0,0,0,0,0,0,0,0,0,0
Ferribacterium,0,0,0,0,0,0,0,0,0,0,0
Laribacter,0,0,0,0,0,0,0,0,0,0,0
Buchnera,0,0,0,0,0,0,0,0,0,0,0
Pantoea,0,0,0,0,0,0,0,0,0,0,0
Edwardsiella,0,0,0,0,0,0,0,0,0,0,0
Sodalis,0,0,0,0,0,0,0,0,0,0,0
Entomomonas,0,0,0,0,0,0,0,0,0,0,0
Rhodanobacter,0,0,0,0,0,0,0,0,1,0,0
Thiocapsa,0,0,0,0,0,0,0,0,0,0,0
Tolumonas,0,0,0,0,0,0,0,0,0,0,0
Methylogaea,0,0,0,0,0,0,0,0,0,0,0
Candidatus Comchoanobacter,0,0,0,0,0,0,0,0,0,0,0
Piscirickettsia,0,0,0,0,0,0,0,0,0,0,0
Pirellulimonas,0,0,0,0,0,0,0,0,0,0,0
Kiritimatiella,0,0,0,0,0,0,0,0,0,0,0
Alkalitalea,0,0,0,0,0,0,0,0,0,0,0
Tenacibaculum,0,0,0,0,0,0,0,0,0,0,0
Elizabethkingia,0,0,0,0,0,0,0,0,0,0,0
Fluviicola,0,0,0,0,0,0,0,0,0,0,0
Prosthecochloris,0,0,0,0,0,0,0,0,0,0,0
Desulfonema,0,0,0,0,0,0,0,0,0,0,0
Desulfatiglans,0,0,0,0,0,0,0,0,0,0,0
Archangium,0,0,0,0,0,0,0,0,1,0,0
Endomicrobium,0,0,0,0,0,0,0,0,0,0,0
Anaeromicropila,0,0,0,0,0,0,0,0,0,0,0
Flavonifractor,0,0,0,0,0,0,0,0,0,0,0
Monoglobus,0,0,0,0,0,0,0,0,0,0,0
Mogibacterium,0,0,0,0,0,0,1,0,4,0,0
Allobacillus,0,0,0,0,0,0,0,0,0,0,0
Secundilactobacillus,0,0,0,0,0,0,0,0,0,0,0
Humibacter,0,0,0,0,0,0,0,0,0,0,0
Isoptericola,0,0,0,0,0,0,0,0,0,0,0
Brevibacterium,0,0,0,0,0,0,0,0,1,0,0
Natronoglycomyces,0,0,0,0,0,0,0,0,0,0,0
Saccharomonospora,0,0,0,0,0,0,0,0,0,0,1
Halomicronema,0,0,0,0,0,0,0,0,0,0,0
Ureaplasma,0,0,0,0,0,0,1,0,0,0,0
Sphingopyxis,0,0,0,0,0,0,1,0,0,0,0
Ephemeroptericola,0,0,0,0,0,0,0,0,0,0,0
Tatumella,0,0,0,0,0,0,0,0,0,0,0
Psychrobacter,0,0,0,0,0,0,0,0,0,0,0
Roseimaritima,0,0,0,0,0,0,1,0,0,0,0
Thermotomaculum,0,0,0,0,0,0,0,0,0,0,0
Geovibrio,0,0,0,0,0,0,0,0,0,0,0
Tepidibacter,0,0,0,0,0,0,0,0,0,0,0
Solibaculum,0,0,0,0,0,0,0,0,0,0,0
Candidatus Syntrophocurvum,0,0,0,0,0,0,0,0,0,0,0
Petrocella,0,0,0,0,0,0,0,0,0,0,0
